state,city,nrows,population,start_date,end_date,date,time,type,geolocation,subgeography,subject_age,subject_race,subject_sex,reason_for_stop,warning_issued,citation_issued,arrest_made,violation,search_conducted,search_basis,frisk_performed,contraband_found,shapefiles,rds,csv_zip,has_pedestrian_stops,state_with_local_data
AR,Little Rock,13641,197780,2017-01-01,2017-11-03,1,1,1,1,0,0.9981,0.9995,0.9977,0,0,1,0,0,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ar_little_rock_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ar_little_rock_2020_04_01.csv.zip,FALSE,FALSE
AZ,Gilbert,480599,232176,2008-01-01,2018-05-23,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_az_gilbert_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_az_gilbert_2020_04_01.csv.zip,TRUE,FALSE
AZ,Mesa,157015,479317,2014-01-01,2019-09-23,1,0.9962,0.9374,1,0,0.9843,1,0.9849,0,1,1,1,0.9996,0,0,0,0,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_az_mesa_shapefiles_2023_01_26.tgz,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_az_mesa_2023_01_26.rds,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_az_mesa_2023_01_26.csv.zip,TRUE,FALSE
AZ,Statewide,3494153,6809946,2009-01-06,2017-12-31,1,1,1,1,0.8942,0,1,1,0.6940999999999999,1,1,1,0.33209999999999995,1,1,0,1,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_az_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_az_statewide_2020_04_01.csv.zip,TRUE,FALSE
CA,Anaheim,87876,349007,2012-01-01,2017-03-14,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_anaheim_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_anaheim_2020_04_01.csv.zip,FALSE,FALSE
CA,Bakersfield,189685,372680,2008-03-09,2018-03-09,1,0.9945,1,1,0.913,0.995,0.9956,0.9955,0,0,1,0,0,0,0,0,0,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_bakersfield_shapefiles_2020_04_01.tgz,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_bakersfield_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_bakersfield_2020_04_01.csv.zip,FALSE,FALSE
CA,Long Beach,365924,470489,2008-01-01,2017-12-31,1,0,0.9222,1,0.6617999999999999,0.9453,1,0.9989,0,0,1,0,0.9965,0,0,0,0,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_long_beach_shapefiles_2020_04_01.tgz,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_long_beach_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_long_beach_2020_04_01.csv.zip,TRUE,FALSE
CA,Los Angeles,5418400,3949776,2010-01-01,2018-06-23,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_los_angeles_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_los_angeles_2020_04_01.csv.zip,TRUE,FALSE
CA,Oakland,133405,417442,2013-04-01,2017-12-31,1,1,0.8496,1,0.45709999999999995,0.22999999999999998,1,0.9993,1,1,1,1,0,1,1,0,1,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_oakland_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_oakland_2020_04_01.csv.zip,TRUE,FALSE
CA,San Bernardino,90523,215252,2011-12-13,2017-09-19,1,1,0.7202,1,0,0,0,0,0,0,0.9972,0.9972,0,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_san_bernardino_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_san_bernardino_2020_04_01.csv.zip,FALSE,FALSE
CA,San Diego,382844,1390966,2014-01-01,2017-03-31,1,0.9986,1,1,1,0.9691,0.997,0.9985,0.9994,0.9165,0.9165,0.9095,0,1,1,0,1,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_san_diego_shapefiles_2020_04_01.tgz,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_san_diego_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_san_diego_2020_04_01.csv.zip,FALSE,FALSE
CA,San Francisco,905070,864263,2007-01-01,2016-06-30,1,1,1,1,0.9423,0.9349,1,1,0.9976,1,1,1,0,1,1,0,1,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_san_francisco_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_san_francisco_2020_04_01.csv.zip,FALSE,FALSE
CA,San Jose,152833,1023031,2013-09-01,2018-03-31,1,1,0.8872,1,0,0,0.9641,0,0.9475,0,0.9976,0.9976,0,0.9767,0,0,1,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_san_jose_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_san_jose_2020_04_01.csv.zip,TRUE,FALSE
CA,Santa Ana,46268,334493,2014-06-11,2018-04-13,1,0,0.9989,1,0.9606,0,0.9978,0.9998,0,0,1,0,1,0,0,0,0,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_santa_ana_shapefiles_2020_04_01.tgz,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_santa_ana_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_santa_ana_2020_04_01.csv.zip,TRUE,FALSE
CA,Statewide,31778515,38982847,2009-07-01,2016-06-30,1,0,1,1,0.997,0,1,1,1,0.6982999999999999,0.6982999999999999,0.6982999999999999,1,1,1,0.0018000000000000238,0.04310000000000003,,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_ca_statewide_2023_01_26.rds,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_ca_statewide_2023_01_26.csv.zip,FALSE,FALSE
CA,Stockton,41629,304358,2012-01-01,2016-12-31,1,0,1,1,0.996,0.9943,0.9951,0.9963,0.9963,0.9965,0.9965,0.9965,0,1,1,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_stockton_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ca_stockton_2020_04_01.csv.zip,FALSE,FALSE
CO,Aurora,257606,357323,2012-01-01,2020-07-31,1,0.995,0.9568,1,0,0.6488,0.9985,0.9922,0,0,1,0,0.9817,0,0,0,0,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_co_aurora_shapefiles_2023_01_26.tgz,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_co_aurora_2023_01_26.rds,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_co_aurora_2023_01_26.csv.zip,TRUE,FALSE
CO,Denver,1870731,678467,2010-12-31,2018-07-19,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_co_denver_shapefiles_2020_04_01.tgz,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_co_denver_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_co_denver_2020_04_01.csv.zip,TRUE,FALSE
CO,Statewide,3112852,5436519,2010-01-01,2017-12-31,1,0,1,1,1,0.7242999999999999,0.871,0.712,0,0.5412,0.5412,0.5412,0.8392999999999999,0.9258,0.9802,0,1,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_co_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_co_statewide_2020_04_01.csv.zip,FALSE,FALSE
CT,Hartford,18435,124390,2013-10-13,2016-09-29,1,1,1,1,0.9332,0.9998,1,1,1,1,1,0.9997,0,1,0.9992,0,0.9994,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ct_hartford_shapefiles_2020_04_01.tgz,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ct_hartford_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ct_hartford_2020_04_01.csv.zip,FALSE,FALSE
CT,Statewide,1175339,3594478,2013-10-01,2015-10-01,1,1,0.9818,1,0.9996,0.9966,1,1,0.5045,1,1,1,0.999,1,0.9496,0,1,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ct_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ct_statewide_2020_04_01.csv.zip,FALSE,TRUE
FL,Saint Petersburg,16383,256031,2010-01-01,2010-07-29,1,1,1,1,0.9836,0,0,0,0,0,0,0,0,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_fl_saint_petersburg_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_fl_saint_petersburg_2020_04_01.csv.zip,FALSE,FALSE
FL,Statewide,7297538,20278447,2010-01-01,2018-12-31,1,1,1,1,1,0.5613,0.9998,0.5628,0.9421,0.9573,0.9796,0.9421,0.9421,0.6848000000000001,1,0.942,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_fl_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_fl_statewide_2020_04_01.csv.zip,FALSE,FALSE
FL,Tampa,2849017,368087,2000-03-02,2018-03-07,1,0,1,1,0,0.9942,1,1,0,0,1,0,1,0,0,0,0,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_fl_tampa_shapefiles_2020_04_01.tgz,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_fl_tampa_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_fl_tampa_2020_04_01.csv.zip,FALSE,FALSE
GA,Statewide,1906772,10201635,2012-01-01,2016-12-31,1,1,1,1,1,0,0.5288999999999999,0.9611,0,0,0,0,0.9999,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ga_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ga_statewide_2020_04_01.csv.zip,FALSE,FALSE
IA,Statewide,2441335,3118102,2006-01-01,2016-04-25,1,0.847,0.8519,1,0.04600000000000004,0.393,0.26039999999999996,0.39249999999999996,0,0.8439,0.8439,0,0.9245,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ia_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ia_statewide_2020_04_01.csv.zip,FALSE,FALSE
ID,Idaho Falls,104814,59414,2008-08-13,2016-07-25,1,1,1,1,0.5983,0,0,0,0,0,0,0,0,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_id_idaho_falls_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_id_idaho_falls_2020_04_01.csv.zip,TRUE,FALSE
IL,Chicago,2108098,2722586,2012-01-01,2020-05-16,1,1,1,1,0.5985,0.6978,0.6845,0.9996,0,0,0.3036,0.10070000000000001,1,1,0,0,1,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_il_chicago_shapefiles_2023_01_26.tgz,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_il_chicago_2023_01_26.rds,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_il_chicago_2023_01_26.csv.zip,TRUE,FALSE
IL,Statewide,12748173,12854526,2012-01-01,2017-12-31,1,0.9991,1,1,0.982,7.000000000000339e-4,0.9999,1,1,1,1,0,1,0.9987,0.3274,0,0.992,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_il_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_il_statewide_2020_04_01.csv.zip,FALSE,TRUE
IN,Fort Wayne,265019,262450,2007-09-01,2017-09-30,1,1,1,1,0,0,0,0,0,0.9941,0.9941,0.9941,0,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_in_fort_wayne_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_in_fort_wayne_2020_04_01.csv.zip,FALSE,FALSE
KS,Wichita,1030376,389054,2006-01-01,2020-05-15,1,1,1,1,0,0.8143,0.9344,0.7868999999999999,0,0,1,0,1,0,0,0,0,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_ks_wichita_shapefiles_2023_01_26.tgz,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_ks_wichita_2023_01_26.rds,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_ks_wichita_2023_01_26.csv.zip,TRUE,FALSE
KY,Louisville,146560,615478,2015-01-01,2020-06-16,1,0.9998,1,1,0.9604,0.7644,0.9994,0.9998,0,1,1,0,0.7646,1,1,1,0,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_ky_louisville_shapefiles_2023_01_26.tgz,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_ky_louisville_2023_01_26.rds,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_ky_louisville_2023_01_26.csv.zip,FALSE,FALSE
KY,Owensboro,6921,58791,2015-09-01,2017-09-01,1,1,0.9939,1,0.9986,0.9996,0.9974,1,0,0,1,1,0.9991,0,0,0,0,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ky_owensboro_shapefiles_2020_04_01.tgz,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ky_owensboro_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ky_owensboro_2020_04_01.csv.zip,TRUE,FALSE
LA,New Orleans,512088,388182,2010-01-01,2018-07-18,1,1,0.7073,1,1,0.975,0.9771,0.9771,1,1,1,1,0,1,1,1,1,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_la_new_orleans_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_la_new_orleans_2020_04_01.csv.zip,TRUE,FALSE
MA,Statewide,3416238,6789319,2007-01-01,2015-12-31,1,0,1,1,0.998,0.9536,0.9995,0.9954,0.5142,0.9997,0.9997,0.9997,0,1,0.9156,0.016000000000000014,1,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ma_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ma_statewide_2020_04_01.csv.zip,FALSE,FALSE
MD,Baltimore,854759,619796,2011-01-01,2017-12-30,1,0.98740000000000006,0.9715,1,0.6308,0,0,0,0,0,1,0,0,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_md_baltimore_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_md_baltimore_2020_04_01.csv.zip,TRUE,FALSE
MD,Statewide,3587052,5996079,2007-01-01,2014-03-31,1,0.2348,1,1,1,0.23419999999999996,0.9961,0.9939,0.9919,0.9474,0.9474,0.9555,8.000000000000229e-4,1,0.1481,0,0.8225,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_md_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_md_statewide_2020_04_01.csv.zip,FALSE,TRUE
MI,Statewide,800302,9925568,2001-07-06,2016-05-09,1,1,1,1,1,0,0.9781,0,1,1,1,1,0.9993,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_mi_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_mi_statewide_2020_04_01.csv.zip,FALSE,FALSE
MN,Saint Paul,675156,300820,2001-01-01,2016-12-13,1,1,1,1,1,0.13229999999999997,0.8251999999999999,0.8418,0,0,1,0,0,1,0,1,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_mn_saint_paul_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_mn_saint_paul_2020_04_01.csv.zip,FALSE,FALSE
MO,Statewide,10038706,6075300,2010-01-01,2015-01-01,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_mo_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_mo_statewide_2020_04_01.csv.zip,FALSE,TRUE
MS,Statewide,758412,2986220,2013-01-01,2016-07-27,1,0,1,1,0.9938,0.9995,0.9994,0.9994,0,0,0,0,1,0,0,0,0,,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ms_statewide_2020_04_01.rds,https://stacks.stanford.edu/file/druid:yg821jf8611/yg821jf8611_ms_statewide_2020_04_01.csv.zip,FALSE,TRUE
MT,Statewide,921216,1029862,2009-01-01,2017-12-31,1,1,1,1,1,0.9959,0.9999,0.9999,1,1,1,1,0.9999,1,0.9708,0.9999,0,,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_mt_statewide_2023_01_26.rds,https://stacks.stanford.edu/file/druid:wb225bk3255/wb225bk3255_mt_statewide_2023_01_26.csv.zip,FALSE,FALSE
